customer_id,age,tenure_months,monthly_charges,support_calls,contract_type,usage_hours,churn
C0514,31.0,3,45.62,2,Yearly,198.4,1
C0515,45.0,23,92.55,8,Yearly,49.6,1
C0516,22.0,55,61.15,8,Yearly,77.5,1
C0517,64.0,12,117.8,5,Yearly,137.2,1
C0518,66.0,20,87.69,0,Yearly,101.9,1
C0519,47.0,5,104.02,6,Two-Year,89.5,1
C0520,63.0,37,41.93,6,Monthly,78.0,1
C0521,69.0,38,107.58,9,Monthly,122.8,0
C0522,22.0,30,113.05,9,Monthly,119.4,1
C0523,29.0,9,73.84,3,Monthly,40.7,0
C0524,33.0,34,84.56,7,Yearly,99.6,1
C0525,43.0,53,98.83,5,Monthly,115.2,0
C0526,43.0,44,45.74,3,Two-Year,118.4,1
C0527,65.0,35,75.23,3,Yearly,49.9,1
C0528,38.0,52,65.88,1,Yearly,151.0,1
C0529,56.0,58,43.17,1,Monthly,14.8,0
C0530,53.0,22,63.08,3,Monthly,77.4,0
C0531,50.0,44,36.14,4,Monthly,158.2,1
C0532,47.0,24,32.32,7,Monthly,117.1,0
C0533,54.0,17,42.16,5,Monthly,59.6,1
C0534,40.0,10,116.68,3,Yearly,142.0,0
C0535,27.0,30,79.46,6,Two-Year,117.8,0
C0536,22.0,56,116.92,7,Two-Year,161.3,0
C0537,53.0,59,68.92,1,Yearly,149.7,0
C0538,51.0,46,58.06,6,Monthly,125.9,0
C0539,69.0,23,75.55,1,Two-Year,102.8,0
C0540,48.0,32,69.56,1,Two-Year,35.3,1
C0541,27.0,17,39.51,7,Monthly,59.7,0
C0542,36.0,50,87.67,1,Yearly,89.6,1
C0543,49.0,51,49.44,8,Monthly,123.9,0
C0544,18.0,17,85.76,0,Yearly,107.6,1
C0545,22.0,14,88.52,8,Two-Year,64.8,1
C0546,62.0,9,43.68,0,Monthly,11.2,1
C0547,21.0,40,35.52,9,Two-Year,104.3,0
C0548,33.0,2,100.27,9,Yearly,64.3,1
C0549,41.0,45,71.38,1,Two-Year,149.6,0
C0550,33.0,25,35.23,5,Monthly,14.5,1
C0551,19.0,39,119.54,5,Yearly,121.1,1
C0552,66.0,9,35.2,0,Monthly,188.9,1
C0553,45.0,54,92.55,6,Monthly,43.1,0
C0554,49.0,22,118.53,7,Monthly,99.6,0
C0555,44.0,43,51.53,1,Two-Year,27.4,1
C0556,37.0,46,42.8,7,Yearly,128.9,1
C0557,41.0,4,40.92,8,Two-Year,114.6,1
C0558,29.0,26,57.29,5,Two-Year,87.4,0
C0559,67.0,58,39.09,4,Monthly,109.1,1
C0560,52.0,29,92.29,8,Monthly,180.3,0
C0561,50.0,45,35.61,8,Monthly,47.3,0
C0562,50.0,34,75.85,0,Monthly,14.3,0
C0563,68.0,23,119.7,2,Monthly,173.7,0
C0564,60.0,37,103.26,8,Monthly,119.7,0
C0565,54.0,11,85.37,1,Monthly,179.2,0
C0566,29.0,6,57.56,3,Monthly,123.4,1
C0567,20.0,18,86.15,3,Monthly,163.9,1
C0568,18.0,21,77.43,1,Monthly,91.6,1
C0569,50.0,42,68.35,2,Two-Year,152.5,1
C0570,57.0,36,41.76,2,Yearly,183.5,0
C0571,27.0,41,109.79,0,Two-Year,118.7,0
C0572,60.0,38,70.48,5,Monthly,44.3,1
C0573,61.0,34,47.52,7,Monthly,61.1,0
C0574,46.0,17,63.1,2,Yearly,47.7,1
C0575,30.0,37,67.27,4,Monthly,56.9,0
C0576,29.0,25,104.48,0,Monthly,68.2,0
C0577,48.0,38,96.03,9,Monthly,115.5,1
C0578,63.0,58,99.24,6,Monthly,121.7,0
C0579,19.0,12,30.99,9,Monthly,91.0,1
C0580,68.0,23,67.45,0,Monthly,126.9,0
C0581,67.0,53,73.32,8,Yearly,25.5,0
C0582,52.0,42,31.73,7,Monthly,26.7,0
C0583,40.0,22,53.38,6,Monthly,42.6,1
C0584,34.0,21,98.43,9,Yearly,108.4,0
C0585,43.0,27,42.34,6,Monthly,50.7,0
C0586,25.0,57,78.18,4,Monthly,63.8,1
C0587,46.0,31,49.37,4,Two-Year,86.1,1
C0588,43.0,6,31.09,4,Monthly,164.3,1
C0589,27.0,27,51.71,0,Monthly,12.6,1
C0590,43.0,40,117.83,7,Monthly,133.4,1
C0591,51.0,34,102.14,0,Monthly,137.1,1
C0592,68.0,12,116.36,3,Yearly,161.7,1
C0593,58.0,45,73.91,8,Yearly,187.2,0
C0594,24.0,57,39.88,8,Monthly,13.8,0
C0595,21.0,53,79.32,4,Yearly,39.2,1
C0596,67.0,7,70.89,3,Monthly,178.4,0
C0597,62.0,10,105.99,2,Monthly,97.1,0
C0598,28.0,45,38.83,2,Yearly,117.3,1
C0599,46.0,17,73.94,4,Monthly,136.0,1
C0600,53.0,26,43.5,9,Monthly,139.0,0
C0601,42.0,21,59.22,0,Monthly,187.0,1
C0602,38.0,28,96.36,4,Monthly,199.4,0
C0603,53.0,58,72.84,5,Monthly,146.8,0
C0604,27.0,46,63.83,6,Yearly,64.6,1
C0605,54.0,2,65.5,8,Monthly,177.2,1
C0606,26.0,60,71.35,2,Monthly,19.4,0
C0607,41.0,54,100.65,1,Monthly,53.9,1
C0608,52.0,43,110.29,2,Yearly,180.5,0
C0609,66.0,1,115.98,8,Yearly,58.7,0
C0610,52.0,51,100.82,6,Yearly,51.9,1
C0611,65.0,53,58.39,8,Yearly,36.2,1
C0612,53.0,36,91.93,1,Two-Year,173.2,1
C0613,35.0,51,69.38,4,Monthly,105.0,1
C0614,66.0,26,52.92,3,Monthly,138.2,1
C0615,56.0,29,105.68,1,Yearly,55.4,0
C0616,49.0,21,33.46,8,Two-Year,154.0,0
C0617,41.0,11,111.16,8,Two-Year,154.4,0
C0618,40.0,40,71.53,5,Monthly,69.4,1
C0619,49.0,11,87.35,5,Monthly,88.0,0
C0620,54.0,36,89.34,7,Monthly,49.8,0
C0621,29.0,49,110.56,5,Yearly,195.5,1
C0622,66.0,59,87.3,0,Monthly,132.7,0
C0623,30.0,39,85.25,3,Monthly,187.6,1
C0624,40.0,40,36.0,6,Yearly,67.6,0
C0625,42.0,35,76.66,1,Monthly,158.6,0
C0626,52.0,54,43.52,8,Two-Year,155.5,1
C0627,58.0,34,96.37,7,Monthly,141.4,1
C0628,47.0,55,76.1,7,Monthly,193.5,0
C0629,34.0,47,91.22,6,Monthly,84.8,1
C0630,66.0,24,33.75,3,Yearly,34.8,0
C0631,37.0,54,37.63,1,Monthly,137.6,1
C0632,65.0,22,94.47,2,Monthly,148.6,0
C0633,42.0,5,36.49,5,Two-Year,119.3,1
C0634,39.0,56,36.41,4,Monthly,49.3,0
C0635,30.0,33,31.09,7,Yearly,105.8,0
C0636,36.0,58,116.09,5,Yearly,69.3,1
C0637,66.0,36,96.38,5,Monthly,91.2,1
C0638,53.0,47,61.79,0,Yearly,132.6,0
C0639,29.0,20,56.69,3,Monthly,151.6,1
C0640,58.0,19,61.47,4,Yearly,54.1,0
C0641,36.0,35,99.72,2,Monthly,87.0,0
C0642,29.0,52,89.52,8,Yearly,61.1,1
C0643,26.0,43,46.67,0,Monthly,47.7,0
C0644,24.0,17,45.67,5,Yearly,158.8,1
C0645,45.0,59,38.86,5,Monthly,182.8,0
C0646,31.0,45,89.43,9,Monthly,80.3,0
C0647,48.0,43,98.79,4,Monthly,152.7,1
C0648,69.0,34,53.85,4,Monthly,180.4,1
C0649,36.0,9,31.89,9,Yearly,170.8,0
C0650,64.0,26,37.4,4,Monthly,44.7,0
C0651,33.0,2,117.11,5,Two-Year,191.7,1
C0652,22.0,53,56.59,7,Two-Year,81.6,0
C0653,52.0,9,99.23,1,Yearly,74.5,1
C0654,29.0,9,86.22,5,Monthly,21.9,0
C0655,42.0,40,64.37,0,Monthly,102.4,1
C0656,69.0,17,48.51,3,Yearly,30.7,1
C0657,38.0,1,40.92,9,Monthly,57.2,1
C0658,53.0,25,85.35,2,Monthly,70.2,0
C0659,40.0,43,99.72,8,Yearly,163.7,0
C0660,33.0,40,87.95,2,Yearly,176.3,0
C0661,56.0,42,77.73,5,Yearly,67.5,1
C0662,62.0,25,33.78,0,Monthly,173.2,0
C0663,59.0,39,117.16,5,Yearly,172.9,1
C0664,56.0,35,101.88,3,Monthly,155.3,0
C0665,31.0,3,56.35,7,Monthly,37.9,0
C0666,48.0,50,118.2,8,Two-Year,141.2,0
C0667,22.0,37,84.17,3,Monthly,189.6,1
C0668,52.0,44,82.42,9,Monthly,139.7,0
C0669,40.0,44,97.33,9,Monthly,73.0,1
C0670,46.0,51,103.06,5,Two-Year,105.1,0
C0671,60.0,30,89.08,0,Yearly,132.7,0
C0672,28.0,38,41.53,3,Yearly,107.0,0
C0673,35.0,34,60.44,6,Yearly,32.8,1
C0674,64.0,12,113.53,0,Monthly,69.3,1
C0675,29.0,19,50.22,7,Monthly,162.5,1
C0676,26.0,37,63.5,9,Monthly,173.7,1
C0677,27.0,44,68.89,5,Monthly,36.1,0
C0678,61.0,59,69.55,4,Monthly,191.0,0
C0679,34.0,59,85.16,9,Two-Year,72.5,1
C0680,55.0,49,114.88,8,Monthly,135.8,0
C0681,24.0,17,51.66,1,Monthly,152.8,1
C0682,63.0,10,40.94,4,Monthly,164.3,1
C0683,30.0,57,47.77,5,Monthly,189.7,1
C0684,57.0,55,109.82,6,Two-Year,69.5,1
C0685,59.0,49,88.12,4,Monthly,173.1,0
C0686,26.0,47,55.73,8,Monthly,35.0,0
C0687,67.0,12,103.44,0,Yearly,144.0,0
C0688,44.0,16,107.52,6,Monthly,151.0,1
C0689,19.0,24,106.19,9,Monthly,138.8,1
C0690,22.0,19,112.7,6,Monthly,57.9,0
C0691,46.0,8,52.7,3,Yearly,175.9,0
C0692,54.0,31,97.95,8,Two-Year,42.1,0
C0693,55.0,21,71.45,4,Yearly,20.2,0
C0694,36.0,17,105.78,3,Monthly,146.3,0
C0695,25.0,23,95.56,6,Yearly,100.3,1
C0696,65.0,37,99.88,3,Monthly,171.3,1
C0697,62.0,54,89.05,2,Monthly,82.8,0
C0698,18.0,16,45.97,8,Monthly,42.0,1
C0699,39.0,6,79.05,7,Monthly,168.9,0
C0700,69.0,8,118.62,0,Monthly,114.3,0
C0701,34.0,25,114.36,6,Yearly,45.9,0
C0702,24.0,18,33.89,8,Two-Year,146.9,0
C0703,42.0,25,44.83,7,Monthly,107.1,1
C0704,62.0,12,41.86,7,Monthly,124.8,1
C0705,21.0,15,95.34,5,Monthly,97.6,0
C0706,53.0,59,103.6,3,Monthly,167.5,1
C0707,23.0,26,49.22,7,Yearly,167.6,0
C0708,48.0,41,75.53,2,Monthly,144.8,1
C0709,36.0,45,105.66,8,Yearly,30.0,0
C0710,61.0,26,95.95,1,Monthly,169.4,0
C0711,56.0,47,78.8,1,Monthly,137.5,0
C0712,44.0,32,83.13,6,Monthly,142.4,0
C0713,27.0,10,75.75,9,Monthly,79.0,0
C0714,43.0,16,56.78,3,Monthly,177.1,1
C0715,36.0,7,80.85,9,Yearly,147.8,0
C0716,56.0,17,92.0,7,Monthly,31.4,1
C0717,20.0,23,108.6,8,Yearly,87.5,0
C0718,62.0,26,87.27,6,Monthly,178.4,1
C0719,30.0,21,98.5,4,Monthly,19.0,1
C0720,67.0,22,44.41,7,Monthly,192.7,1
C0721,45.0,58,71.54,3,Yearly,139.0,1
C0722,37.0,7,30.84,1,Monthly,130.0,1
C0723,45.0,14,52.2,5,Yearly,61.4,1
C0724,25.0,15,95.38,8,Monthly,57.3,1
C0725,58.0,53,119.26,0,Yearly,189.0,1
C0726,56.0,7,38.93,9,Monthly,66.7,1
C0727,18.0,9,66.13,6,Yearly,157.3,1
C0728,20.0,51,102.01,9,Yearly,84.7,1
C0729,30.0,48,48.36,8,Two-Year,36.5,0
C0730,45.0,8,79.96,9,Monthly,12.0,0
C0731,66.0,50,95.98,8,Monthly,113.4,1
C0732,42.0,59,85.44,9,Monthly,195.4,1
C0733,50.0,23,46.92,2,Yearly,80.1,0
C0734,55.0,29,61.98,4,Monthly,77.9,1
C0735,23.0,18,100.54,7,Yearly,75.4,0
C0736,61.0,31,79.88,7,Monthly,108.9,0
C0737,62.0,30,30.47,3,Monthly,93.7,1
C0738,49.0,52,98.49,0,Monthly,177.2,0
C0739,62.0,39,33.18,0,Two-Year,106.0,0
C0740,64.0,35,97.12,3,Yearly,106.5,1
C0741,38.0,18,48.22,5,Two-Year,36.3,0
C0742,33.0,59,116.23,7,Monthly,196.7,0
C0743,38.0,42,63.11,5,Yearly,57.5,0
C0744,28.0,39,59.42,8,Yearly,23.9,0
C0745,54.0,17,43.4,8,Monthly,136.0,0
C0746,53.0,14,57.5,1,Yearly,123.1,1
C0747,52.0,31,108.9,9,Two-Year,88.9,0
C0748,36.0,24,119.67,0,Two-Year,90.2,1
C0749,37.0,35,63.15,1,Yearly,159.2,1
C0750,35.0,44,70.37,4,Monthly,47.2,0
C0751,64.0,60,94.99,3,Monthly,165.8,1
C0752,58.0,45,109.76,3,Two-Year,133.3,1
C0753,66.0,34,83.37,8,Monthly,89.6,1
C0754,31.0,3,65.24,7,Yearly,97.0,0
C0755,32.0,37,67.14,5,Yearly,58.8,0
C0756,48.0,43,92.61,0,Yearly,152.9,1
C0757,18.0,40,30.29,1,Two-Year,107.4,1
C0758,20.0,26,85.76,5,Monthly,71.0,1
C0759,33.0,55,61.99,1,Monthly,123.2,0
C0760,40.0,23,101.48,9,Monthly,199.2,1
C0761,28.0,44,38.37,4,Monthly,92.7,0
C0762,29.0,39,82.94,4,Monthly,184.9,1
C0763,27.0,15,73.29,5,Monthly,75.6,1
C0764,49.0,56,87.81,5,Yearly,20.4,0
C0765,33.0,49,35.84,5,Two-Year,48.8,1
C0766,25.0,4,82.2,1,Monthly,89.6,1
C0767,55.0,29,80.53,9,Monthly,51.7,1
C0768,29.0,22,80.46,2,Two-Year,10.0,0
C0769,41.0,25,84.31,5,Monthly,183.9,1
C0770,45.0,13,90.88,7,Monthly,170.3,1
C0771,25.0,18,102.45,0,Monthly,151.0,1
C0772,45.0,33,54.28,0,Yearly,41.9,1
C0773,53.0,16,104.25,1,Monthly,32.9,0
C0774,43.0,45,74.84,5,Two-Year,22.8,0
C0775,25.0,42,36.94,8,Monthly,147.6,1
C0776,67.0,44,35.27,3,Monthly,186.5,0
C0777,45.0,2,60.08,2,Monthly,91.8,0
C0778,45.0,55,100.64,7,Monthly,32.6,1
C0779,54.0,35,93.69,9,Yearly,107.4,0
C0780,58.0,42,100.98,8,Yearly,76.3,1
C0781,53.0,34,76.55,4,Yearly,81.2,0
C0782,44.0,30,69.62,8,Yearly,128.1,1
C0783,34.0,59,43.27,1,Two-Year,146.6,1
C0784,26.0,55,59.54,2,Yearly,31.0,0
C0785,50.0,13,69.06,6,Yearly,16.8,0
C0786,37.0,13,37.97,6,Monthly,198.9,0
C0787,30.0,18,49.86,5,Monthly,54.2,1
C0788,45.0,32,83.84,5,Monthly,20.2,0
C0789,65.0,32,96.21,1,Yearly,46.1,0
C0790,46.0,35,119.85,9,Monthly,17.4,0
C0791,30.0,59,113.98,5,Monthly,84.4,1
C0792,63.0,39,87.83,3,Two-Year,162.5,1
C0793,52.0,46,67.91,2,Two-Year,74.8,0
C0794,23.0,52,87.26,1,Two-Year,94.4,1
C0795,35.0,29,100.71,0,Monthly,138.4,1
C0796,68.0,49,40.65,4,Yearly,106.7,1
C0797,22.0,29,66.89,1,Monthly,173.7,0
C0798,64.0,53,105.58,1,Monthly,174.5,0
C0799,42.0,44,64.54,6,Monthly,11.9,1
C0800,19.0,57,81.47,7,Monthly,157.8,0
C0801,27.0,16,82.9,9,Monthly,97.5,1
C0802,47.0,56,46.6,7,Yearly,197.9,0
C0803,67.0,44,62.6,3,Monthly,101.8,1
C0804,62.0,47,60.11,0,Yearly,197.5,1
C0805,22.0,57,32.36,6,Monthly,153.4,1
C0806,50.0,10,32.18,0,Monthly,57.2,1
C0807,18.0,30,104.85,3,Monthly,112.3,0
C0808,35.0,25,54.58,7,Monthly,198.5,0
C0809,49.0,39,76.63,1,Yearly,172.9,0
C0810,64.0,20,56.89,5,Monthly,28.5,1
C0811,66.0,5,114.66,5,Monthly,144.2,1
C0812,28.0,1,53.34,8,Monthly,75.7,0
C0813,38.0,30,68.67,4,Monthly,11.3,0
C0814,43.0,49,108.55,9,Two-Year,86.7,0
C0815,42.0,3,105.77,3,Monthly,54.6,1
C0816,39.0,45,46.75,4,Yearly,165.6,1
C0817,44.0,14,102.24,9,Yearly,74.1,1
C0818,66.0,56,71.24,4,Two-Year,167.2,0
C0819,30.0,30,73.47,7,Yearly,10.1,0
C0820,50.0,50,42.01,9,Yearly,68.5,0
C0821,51.0,4,37.25,7,Yearly,55.8,0
C0822,58.0,18,95.51,1,Two-Year,54.4,1
C0823,52.0,37,74.68,6,Monthly,23.0,0
C0824,18.0,25,69.32,7,Monthly,45.6,1
C0825,38.0,48,95.66,5,Monthly,115.6,0
C0826,65.0,1,98.9,4,Yearly,65.4,1
C0827,23.0,53,44.3,8,Yearly,89.3,0
C0828,45.0,46,84.92,2,Monthly,81.6,1
C0829,34.0,15,42.18,9,Yearly,176.4,1
C0830,22.0,9,97.62,3,Monthly,182.0,0
C0831,48.0,15,89.13,8,Monthly,103.7,0
C0832,22.0,49,116.1,5,Two-Year,72.7,0
C0833,55.0,57,36.21,7,Monthly,30.3,0
C0834,20.0,24,35.13,6,Monthly,191.1,0
C0835,40.0,4,55.4,1,Yearly,21.4,0
C0836,54.0,12,53.55,2,Yearly,66.6,0
C0837,54.0,59,52.23,0,Monthly,66.6,0
C0838,27.0,58,111.56,8,Yearly,70.9,1
C0839,27.0,37,52.46,6,Monthly,41.2,0
C0840,36.0,37,54.48,0,Monthly,158.8,1
C0841,34.0,43,98.35,2,Monthly,33.3,0
C0842,38.0,60,70.48,3,Yearly,130.6,0
C0843,31.0,6,99.9,3,Monthly,33.5,1
C0844,26.0,39,35.88,4,Two-Year,23.4,0
C0845,63.0,56,73.88,2,Yearly,182.8,0
C0846,18.0,46,33.03,2,Two-Year,46.1,1
C0847,68.0,24,35.64,0,Monthly,166.0,0
C0848,62.0,11,111.58,6,Two-Year,113.5,1
C0849,30.0,13,42.53,9,Monthly,24.8,1
C0850,21.0,34,77.92,0,Monthly,191.5,0
C0851,18.0,25,67.0,1,Monthly,56.9,0
C0852,66.0,7,61.26,3,Monthly,173.3,1
C0853,57.0,52,110.99,3,Yearly,42.1,0
C0854,49.0,4,31.96,4,Monthly,172.2,0
C0855,51.0,59,89.74,1,Monthly,12.5,1
C0856,45.0,8,116.71,3,Yearly,107.2,1
C0857,48.0,20,80.42,0,Monthly,156.2,1
C0858,25.0,29,114.31,1,Yearly,187.6,1
C0859,56.0,54,34.7,0,Monthly,182.7,0
C0860,43.0,53,67.69,9,Yearly,165.7,1
C0861,51.0,51,53.41,9,Yearly,178.8,1
C0862,20.0,45,95.77,3,Monthly,47.9,1
C0863,67.0,46,118.32,3,Monthly,64.0,0
C0864,29.0,10,53.09,6,Monthly,64.9,1
C0865,18.0,43,88.88,9,Yearly,81.6,0
C0866,61.0,34,47.83,8,Monthly,84.7,0
C0867,22.0,57,80.88,8,Monthly,113.5,0
C0868,47.0,26,71.75,4,Monthly,40.4,1
C0869,47.0,41,117.48,9,Monthly,141.3,0
C0870,34.0,49,84.77,0,Monthly,41.8,0
C0871,65.0,58,61.46,0,Yearly,69.0,0
C0872,64.0,3,40.27,5,Monthly,105.6,1
C0873,40.0,56,43.61,1,Monthly,161.3,1
C0874,32.0,6,50.28,7,Yearly,150.5,1
C0875,54.0,5,52.59,8,Yearly,132.7,0
C0876,38.0,5,106.56,3,Monthly,39.6,1
C0877,31.0,54,80.51,4,Monthly,113.9,1
C0878,19.0,47,77.11,7,Monthly,26.6,1
C0879,28.0,23,40.33,2,Two-Year,81.7,1
C0880,68.0,49,107.41,4,Monthly,88.6,1
C0881,56.0,9,95.05,2,Two-Year,17.6,0
C0882,55.0,35,36.09,9,Yearly,62.1,1
C0883,51.0,20,93.71,2,Monthly,191.6,1
C0884,55.0,58,78.92,2,Monthly,191.2,0
C0885,67.0,49,37.36,6,Monthly,76.9,0
C0886,51.0,59,71.25,6,Monthly,18.2,0
C0887,35.0,42,73.62,6,Monthly,44.0,0
C0888,47.0,35,44.92,9,Yearly,84.5,0
C0889,32.0,50,115.11,7,Two-Year,190.1,0
C0890,44.0,18,106.5,4,Yearly,36.8,0
C0891,68.0,17,90.21,4,Yearly,155.1,1
C0892,51.0,24,71.61,3,Monthly,30.6,1
C0893,69.0,3,67.06,6,Monthly,196.4,1
C0894,55.0,32,88.59,9,Monthly,82.5,0
C0895,50.0,35,79.09,3,Yearly,157.3,1
C0896,41.0,38,35.6,1,Two-Year,75.1,1
C0897,32.0,13,76.13,3,Yearly,129.3,1
C0898,47.0,56,102.58,7,Monthly,46.5,1
C0899,59.0,47,71.33,8,Monthly,37.7,0
C0900,68.0,25,34.68,2,Yearly,188.2,0
C0901,34.0,9,100.77,6,Monthly,184.4,1
C0902,22.0,4,48.12,8,Yearly,178.6,0
C0903,46.0,14,53.28,3,Yearly,128.8,1
C0904,21.0,37,44.82,9,Yearly,163.6,0
C0905,27.0,34,59.72,2,Monthly,23.1,0
C0906,34.0,11,98.11,4,Monthly,73.6,1
C0907,27.0,41,76.74,0,Monthly,69.6,1
C0908,34.0,56,48.44,2,Monthly,130.8,0
C0909,37.0,3,109.0,7,Monthly,77.6,0
C0910,41.0,59,109.16,7,Yearly,38.2,0
C0911,22.0,28,108.35,3,Yearly,123.3,0
C0912,51.0,29,51.49,1,Monthly,164.7,0
C0913,23.0,9,70.61,7,Monthly,82.6,1
C0914,19.0,3,118.65,7,Monthly,35.1,1
C0915,30.0,25,99.48,9,Monthly,47.4,0
C0916,60.0,34,32.45,3,Yearly,55.1,1
C0917,60.0,12,35.87,2,Monthly,67.0,1
C0918,65.0,42,71.75,1,Monthly,132.1,0
C0919,28.0,9,111.83,8,Monthly,124.2,0
C0920,68.0,15,78.48,0,Two-Year,142.3,0
C0921,64.0,40,74.8,6,Yearly,78.9,0
C0922,40.0,25,39.49,4,Monthly,166.6,1
C0923,33.0,5,89.11,7,Monthly,48.8,1
C0924,48.0,11,103.99,3,Yearly,99.1,0
C0925,28.0,59,64.24,6,Two-Year,162.2,0
C0926,33.0,34,99.81,4,Monthly,44.2,0
C0927,25.0,24,116.8,4,Two-Year,30.9,1
C0928,21.0,60,48.34,8,Two-Year,177.9,0
C0929,57.0,15,77.1,8,Two-Year,75.2,1
C0930,21.0,38,55.84,8,Yearly,139.9,1
C0931,42.0,8,101.36,5,Yearly,14.8,0
C0932,20.0,59,81.98,5,Monthly,141.1,0
C0933,49.0,5,87.11,4,Yearly,70.1,0
C0934,20.0,48,101.81,8,Monthly,20.6,0
C0935,44.0,26,65.64,9,Yearly,125.9,1
C0936,46.0,18,112.36,7,Monthly,55.8,1
C0937,49.0,6,77.97,6,Yearly,83.5,1
C0938,67.0,37,44.22,6,Yearly,25.3,0
C0939,68.0,60,92.63,5,Monthly,38.0,1
C0940,36.0,48,101.39,4,Yearly,66.6,0
C0941,38.0,13,58.51,3,Monthly,27.1,0
C0942,22.0,28,107.15,2,Yearly,183.1,1
C0943,35.0,5,111.55,2,Monthly,11.1,1
C0944,45.0,13,54.92,5,Monthly,101.9,1
C0945,59.0,17,118.52,3,Two-Year,33.4,1
C0946,39.0,50,42.66,5,Monthly,68.5,0
C0947,38.0,40,48.18,2,Yearly,186.0,0
C0948,23.0,45,46.58,3,Monthly,40.7,1
C0949,18.0,32,110.46,8,Monthly,193.5,1
C0950,22.0,29,88.89,4,Monthly,49.1,0
C0951,58.0,51,43.69,6,Yearly,150.9,0
C0952,29.0,58,69.63,9,Monthly,113.9,0
C0953,43.0,3,85.38,1,Monthly,178.1,1
C0954,63.0,56,37.51,4,Monthly,115.3,1
C0955,51.0,40,109.42,8,Monthly,111.6,0
C0956,66.0,34,102.32,2,Two-Year,47.1,1
C0957,31.0,40,75.47,8,Two-Year,41.6,1
C0958,43.0,27,117.04,5,Monthly,184.1,1
C0959,62.0,13,67.6,3,Yearly,72.3,0
C0960,44.0,45,118.57,6,Monthly,80.7,0
C0961,26.0,33,90.11,7,Yearly,154.4,1
C0962,43.0,6,87.12,5,Yearly,74.4,1
C0963,64.0,24,44.94,4,Two-Year,190.9,0
C0964,39.0,19,109.37,5,Monthly,150.2,0
C0965,64.0,16,68.47,4,Yearly,123.5,1
C0966,47.0,40,44.6,7,Monthly,177.4,1
C0967,60.0,28,31.13,0,Two-Year,19.4,0
C0968,65.0,33,80.38,6,Monthly,58.8,0
C0969,34.0,59,77.47,9,Yearly,98.4,1
C0970,43.0,59,94.74,9,Yearly,53.1,1
C0971,53.0,48,110.12,1,Yearly,151.3,1
C0972,18.0,41,37.15,8,Monthly,184.6,1
C0973,25.0,13,95.83,0,Two-Year,90.5,1
C0974,66.0,43,46.87,9,Monthly,75.0,0
C0975,52.0,45,107.24,5,Yearly,192.7,0
C0976,69.0,25,103.72,8,Monthly,94.5,0
C0977,32.0,53,78.67,0,Monthly,102.9,0
C0978,64.0,42,93.92,3,Monthly,76.8,0
C0979,39.0,36,58.29,3,Monthly,182.8,1
C0980,31.0,27,72.41,8,Monthly,118.1,1
C0981,43.0,38,103.95,4,Monthly,154.8,1
C0982,45.0,60,71.33,4,Monthly,164.2,0
C0983,40.0,7,62.2,5,Yearly,75.0,1
C0984,31.0,5,74.48,0,Two-Year,92.4,1
C0985,41.0,43,104.54,0,Monthly,171.2,1
C0986,19.0,45,60.17,8,Monthly,79.0,1
C0987,62.0,58,45.64,2,Monthly,160.8,1
C0988,43.0,57,94.08,3,Monthly,188.8,0
C0989,31.0,51,104.34,0,Yearly,128.4,0
C0990,68.0,31,39.06,8,Yearly,150.9,0
C0991,24.0,23,51.59,7,Monthly,163.0,0
C0992,20.0,42,42.78,1,Monthly,170.6,1
C0993,64.0,10,61.31,7,Monthly,85.1,1
C0994,40.0,32,70.53,6,Yearly,19.7,1
C0995,63.0,43,97.39,5,Two-Year,86.4,1
C0996,60.0,53,88.6,0,Monthly,138.0,1
C0997,64.0,30,85.88,6,Monthly,95.6,1
C0998,62.0,39,61.71,9,Two-Year,152.3,1
C0999,35.0,31,105.73,6,Two-Year,77.8,1
C1000,55.0,18,72.42,8,Monthly,130.6,1
C0101,62.0,6,36.52,2,Monthly,179.1,1
C0101,62.0,6,36.52,2,Monthly,179.1,1
